country_code,year,age_group,sex,saf_dhs_mics
266,2010,20--39,Both,0.8612852033529619
266,2010,20--64,Both,0.8544275343264505
266,2010,40--64,Both,0.8125841802413106
266,2020,20--39,Female,0.8563511916777842
266,2020,20--64,Female,0.8212564200693108
266,2020,40--64,Female,0.7459879960831646
266,2020,20--39,Male,0.8473653905957901
266,2020,20--64,Male,0.8428220076245171
266,2020,40--64,Male,0.838025413604592
266,2020,20--39,Both,0.8518779238579811
266,2020,20--64,Both,0.8320416977133266
266,2020,40--64,Both,0.7920258410172709
268,2005,20--39,Female,1.0069229118737444
268,2005,20--64,Female,1.006236807797161
268,2005,40--64,Female,1.0095809804856992
268,2005,20--39,Male,1.0124904289942476
268,2005,20--64,Male,1.00097922786434
268,2005,40--64,Male,0.9895830972589673
268,2005,20--39,Both,1.0097325519931946
268,2005,20--64,Both,1.0036104539653035
268,2005,40--64,Both,0.9996194226364367
268,2020,20--39,Female,1.0098391607168524
268,2020,20--64,Female,1.0098053457265679
268,2020,40--64,Female,1.0131691147760147
268,2020,20--39,Male,1.0094440767937582
268,2020,20--64,Male,1.0104034843146996
268,2020,40--64,Male,1.014475698311519
268,2020,20--39,Both,1.0096665388149078
268,2020,20--64,Both,1.0101069723844798
268,2020,40--64,Both,1.0138582247591592
270,2005,20--39,Female,0.24782289471638413
270,2005,20--64,Female,0.28747661908769906
270,2005,40--64,Female,0.09371234130604149
270,2005,20--39,Male,0.481044118533309
270,2005,20--64,Male,0.48351314394530504
270,2005,40--64,Male,0.28725375513591717
270,2005,20--39,Both,0.36448006970153746
270,2005,20--64,Both,0.3854993635883765
270,2005,40--64,Both,0.19047099278814703
270,2010,20--39,Female,0.30803962172800814
270,2010,20--64,Female,0.3452853045119574
270,2010,40--64,Female,0.10549419826353236
270,2010,20--39,Male,0.5188469396236688
270,2010,20--64,Male,0.5323993607379249
270,2010,40--64,Male,0.31340022382296934
270,2010,20--39,Both,0.4134874481985454
270,2010,20--64,Both,0.43884678943226507
270,2010,40--64,Both,0.2094344319838239
270,2020,20--39,Female,0.4779623655033266
270,2020,20--64,Female,0.48795421706672526
270,2020,40--64,Female,0.2323394679393165
270,2020,20--39,Male,0.6635290909145749
270,2020,20--64,Male,0.6427149996894022
270,2020,40--64,Male,0.5285219605373096
270,2020,20--39,Both,0.5707897248340981
270,2020,20--64,Both,0.5653388047871462
270,2020,40--64,Both,0.38041541840328574
275,2015,20--39,Female,0.9569597242304274
275,2015,20--64,Female,0.9328660536656134
275,2015,40--64,Female,0.8335895710121491
275,2015,20--39,Male,0.966363224584176
275,2015,20--64,Male,0.9457820984402556
275,2015,40--64,Male,0.8672196025352602
275,2015,20--39,Both,0.9616867846204202
275,2015,20--64,Both,0.9393266755275773
275,2015,40--64,Both,0.8504314696851063
275,2020,20--39,Female,1.0048938232964826
275,2020,20--64,Female,0.9998264636674609
275,2020,40--64,Female,0.9638771124198311
275,2020,20--39,Male,1.0101814522453092
275,2020,20--64,Male,1.0024170946536721
275,2020,40--64,Male,0.9698249530518108
275,2020,20--39,Both,1.0075634205993849
275,2020,20--64,Both,1.0011243495545448
275,2020,40--64,Both,0.9668847345219725
296,2020,20--39,Female,0.9912478741698483
296,2020,20--64,Female,0.9845071832661503
296,2020,40--64,Female,0.9660643957761481
296,2020,20--39,Male,0.9346521785839685
296,2020,20--64,Male,0.935539286717385
296,2020,40--64,Male,0.9769798168331675
296,2020,20--39,Both,0.9629647435886081
296,2020,20--64,Both,0.9600247785776604
296,2020,40--64,Both,0.9715554909374272
320,2015,20--39,Female,0.7495411089154956
320,2015,20--64,Female,0.7077131593235387
320,2015,40--64,Female,0.5651502114484258
320,2015,20--39,Male,0.8493945962840008
320,2015,20--64,Male,0.7947367446328393
320,2015,40--64,Male,0.6949293767271129
320,2015,20--39,Both,0.7995037104184157
320,2015,20--64,Both,0.7512284041684004
320,2015,40--64,Both,0.630049519829989
324,2005,20--39,Female,0.0928722003184159
324,2005,20--64,Female,0.08774539827652575
324,2005,40--64,Female,0.07205451967796257
324,2005,20--39,Male,0.3763462288030315
324,2005,20--64,Male,0.329456200463202
324,2005,40--64,Male,0.21822861849253677
324,2005,20--39,Both,0.2346606550774395
324,2005,20--64,Both,0.20860565328985853
324,2005,40--64,Both,0.14513250938633335
324,2010,20--39,Female,0.18820614602631497
324,2010,20--64,Female,0.1640760512420682
324,2010,40--64,Female,0.0798314362810506
324,2010,20--39,Male,0.4801724755763228
324,2010,20--64,Male,0.40580320143143417
324,2010,40--64,Male,0.23651748401001185
324,2010,20--39,Both,0.33424458256932527
324,2010,20--64,Both,0.2849446730132944
324,2010,40--64,Both,0.1581648409413311
324,2015,20--39,Female,0.15094604106329687
324,2015,20--64,Female,0.1259550647041513
324,2015,40--64,Female,0.03961688023420274
324,2015,20--39,Male,0.42128223887057625
324,2015,20--64,Male,0.33672336645334816
324,2015,40--64,Male,0.17899860737011625
324,2015,20--39,Both,0.28616473998222924
324,2015,20--64,Both,0.23134357277935505
324,2015,40--64,Both,0.10929807371716507
324,2020,20--39,Female,0.17078038583067234
324,2020,20--64,Female,0.14595868492255296
324,2020,40--64,Female,0.03684899597976665
324,2020,20--39,Male,0.4131297362902508
324,2020,20--64,Male,0.36527460231319975
324,2020,40--64,Male,0.24535833750054326
324,2020,20--39,Both,0.2920013001445701
324,2020,20--64,Both,0.25562121507722224
324,2020,40--64,Both,0.14108840591989666
328,2010,20--39,Female,0.9102214329393605
328,2010,20--64,Female,0.9052665001235634
328,2010,40--64,Female,0.8927016012342363
328,2010,20--39,Male,0.8764131606268292
328,2010,20--64,Male,0.8675249864329203
328,2010,40--64,Male,0.8393649523049911
328,2010,20--39,Both,0.8933339593628279
328,2010,20--64,Both,0.8863973022522657
328,2010,40--64,Both,0.8660691655244298
328,2015,20--39,Female,0.9405910123774656
328,2015,20--64,Female,0.9416722121794203
328,2015,40--64,Female,0.8969044350897062
328,2015,20--39,Male,0.9392244306687633
328,2015,20--64,Male,0.9396661500122224
328,2015,40--64,Male,0.8845380023301106
328,2015,20--39,Both,0.9399307596152169
328,2015,20--64,Both,0.9406715167710064
328,2015,40--64,Both,0.8907540011496491
328,2020,20--39,Female,0.9585232052815551
328,2020,20--64,Female,0.9385476655685022
328,2020,40--64,Female,0.8506092388743957
328,2020,20--39,Male,0.9438770023842142
328,2020,20--64,Male,0.9213486847199539
328,2020,40--64,Male,0.8105297634617309
328,2020,20--39,Both,0.951221283534825
328,2020,20--64,Both,0.9299502117500605
328,2020,40--64,Both,0.8306028441719892
332,2005,20--39,Female,0.5918258945253919
332,2005,20--64,Female,0.5158597497625259
332,2005,40--64,Female,0.2657538909986783
332,2005,20--39,Male,0.712310410390618
332,2005,20--64,Male,0.580063124884292
332,2005,40--64,Male,0.3264546619662944
332,2005,20--39,Both,0.6521036841474143
332,2005,20--64,Both,0.5479639684382303
332,2005,40--64,Both,0.2961088757814016
332,2010,20--39,Female,0.6831289769176404
332,2010,20--64,Female,0.6154212250807055
332,2010,40--64,Female,0.36384725828247755
332,2010,20--39,Male,0.7576128837881853
332,2010,20--64,Male,0.6497243745463123
332,2010,40--64,Male,0.42662905941194074
332,2010,20--39,Both,0.7204007467876504
332,2010,20--64,Both,0.6325750088643517
332,2010,40--64,Both,0.39524607070789575
332,2015,20--39,Female,0.6994181738527971
332,2015,20--64,Female,0.6006120496152835
332,2015,40--64,Female,0.41751003394025266
332,2015,20--39,Male,0.7471077465911858
332,2015,20--64,Male,0.6289925071936842
332,2015,40--64,Male,0.4661247207675085
332,2015,20--39,Both,0.7232885347318487
332,2015,20--64,Both,0.6148043366027468
332,2015,40--64,Both,0.4418283174960349
340,2005,20--39,Female,0.8984091346114303
340,2005,20--64,Female,0.8764983121033924
340,2005,40--64,Female,0.8040499691444043
340,2005,20--39,Male,0.8850620758059221
340,2005,20--64,Male,0.8550651728111938
340,2005,40--64,Male,0.8026813123748449
340,2005,20--39,Both,0.8917555225996983
340,2005,20--64,Both,0.8657835414725279
340,2005,40--64,Both,0.8033942571946222
340,2010,20--39,Female,0.938722101173775
340,2010,20--64,Female,0.9200890551690005
340,2010,40--64,Female,0.8570765617070835
340,2010,20--39,Male,0.9083219352143297
340,2010,20--64,Male,0.8748875824054034
340,2010,40--64,Male,0.8179154563046949
340,2010,20--39,Both,0.9235399768463414
340,2010,20--64,Both,0.8974897721518332
340,2010,40--64,Both,0.8375295083395609
340,2020,20--39,Female,0.9378711054713365
340,2020,20--64,Female,0.9262571689526715
340,2020,40--64,Female,0.8528584246963987
340,2020,20--39,Male,0.9120373802477896
340,2020,20--64,Male,0.8846656448990416
340,2020,40--64,Male,0.799864304102799
340,2020,20--39,Both,0.9249729720812552
340,2020,20--64,Both,0.9054629450307117
340,2020,40--64,Both,0.8263958132939508
356,2015,20--39,Female,0.6545298699335768
356,2015,20--64,Female,0.590511164991325
356,2015,40--64,Female,0.3975273663259875
356,2015,20--39,Male,0.8220069397376681
356,2015,20--64,Male,0.7737477696972843
356,2015,40--64,Male,0.6741909531316889
356,2015,20--39,Both,0.7383136346578356
356,2015,20--64,Both,0.6821344680935086
356,2015,40--64,Both,0.5358512715433666
356,2020,20--39,Female,0.6339592456999492
356,2020,20--64,Female,0.5653402144826624
356,2020,40--64,Female,0.3769923421145
356,2020,20--39,Male,0.7411214221203306
356,2020,20--64,Male,0.6922873855288085
356,2020,40--64,Male,0.5998318097368365
356,2020,20--39,Both,0.6875745986634395
356,2020,20--64,Both,0.6288176584351369
356,2020,40--64,Both,0.48840773631447465
360,2005,20--39,Female,0.8911389588348205
360,2005,20--64,Female,0.8084996452295321
360,2005,40--64,Female,0.6331782742302162
360,2005,20--39,Male,0.9274712591792329
360,2005,20--64,Male,0.8603117194318498
360,2005,40--64,Male,0.7865731573437655
360,2005,20--39,Both,0.9093334587931046
360,2005,20--64,Both,0.8344087137477828
360,2005,40--64,Both,0.709885977063185
360,2010,20--39,Female,0.9376790991335763
360,2010,20--64,Female,0.8838016246702206
360,2010,40--64,Female,0.7569265585347016
360,2010,20--39,Male,0.9511761033014804
360,2010,20--64,Male,0.9048854689094672
360,2010,40--64,Male,0.8502667630472804
360,2010,20--39,Both,0.9444531439701781
360,2010,20--64,Both,0.8943461791106658
360,2010,40--64,Both,0.8036160812782481
360,2015,20--39,Female,0.9729559478819519
360,2015,20--64,Female,0.9452024558081803
360,2015,40--64,Female,0.8892761709826797
360,2015,20--39,Male,0.9730476632798055
360,2015,20--64,Male,0.9373042871457113
360,2015,40--64,Male,0.9059318671209377
360,2015,20--39,Both,0.9730258973528217
360,2015,20--64,Both,0.9412556031227126
360,2015,40--64,Both,0.8976342250500001
368,2005,20--39,Female,0.6645774235091007
368,2005,20--64,Female,0.639605831688739
368,2005,40--64,Female,0.4892767614940657
368,2005,20--39,Male,0.76781360176712
368,2005,20--64,Male,0.8142707951678549
368,2005,40--64,Male,0.8228094444110738
368,2005,20--39,Both,0.7162298544389066
368,2005,20--64,Both,0.7269432736674096
368,2005,40--64,Both,0.6560339491652901
368,2010,20--39,Female,0.6716470528238309
368,2010,20--64,Female,0.6702065632963126
368,2010,40--64,Female,0.6133063647287316
368,2010,20--39,Male,0.7727953897346336
368,2010,20--64,Male,0.8237230165304351
368,2010,40--64,Male,0.8784445424742339
368,2010,20--39,Both,0.7222553760753336
368,2010,20--64,Both,0.7469694219640217
368,2010,40--64,Both,0.7458761316482239
368,2020,20--39,Female,0.6819188591840448
368,2020,20--64,Female,0.6990083175541754
368,2020,40--64,Female,0.6256074060917938
368,2020,20--39,Male,0.7711176675014155
368,2020,20--64,Male,0.7995951338202524
368,2020,40--64,Male,0.7630313594395125
368,2020,20--39,Both,0.7265506007734996
368,2020,20--64,Both,0.7493054158877157
368,2020,40--64,Both,0.6943306446010604
384,2005,20--39,Female,0.3103783819172994
384,2005,20--64,Female,0.32160167585175714
384,2005,40--64,Female,0.19201434499182005
384,2005,20--39,Male,0.5225853832879548
384,2005,20--64,Male,0.5144237701420642
384,2005,40--64,Male,0.4192476257746112
384,2005,20--39,Both,0.4165263506439559
384,2005,20--64,Both,0.4180172294954592
384,2005,40--64,Both,0.30561973824062333
384,2010,20--39,Female,0.3376943148351627
384,2010,20--64,Female,0.323378104988645
384,2010,40--64,Female,0.2635579389784494
384,2010,20--39,Male,0.5578499737397062
384,2010,20--64,Male,0.5324644079463773
384,2010,40--64,Male,0.4780684649222981
384,2010,20--39,Both,0.44781866622415695
384,2010,20--64,Both,0.42792607916921643
384,2010,40--64,Both,0.3708055022928461
384,2015,20--39,Female,0.3432518913597477
384,2015,20--64,Female,0.3695665233001441
384,2015,40--64,Female,0.27712702156829794
384,2015,20--39,Male,0.5290892900958851
384,2015,20--64,Male,0.5579377993825045
384,2015,40--64,Male,0.5137395124837487
384,2015,20--39,Both,0.43621130085484505
384,2015,20--64,Both,0.4637567034621747
384,2015,40--64,Both,0.3954242923295209
384,2020,20--39,Female,0.30909249664121163
384,2020,20--64,Female,0.28933657401871365
384,2020,40--64,Female,0.21140204362165
384,2020,20--39,Male,0.511958371474582
384,2020,20--64,Male,0.47845758831410473
384,2020,40--64,Male,0.4111789225455315
384,2020,20--39,Both,0.4105682509243016
384,2020,20--64,Both,0.38390143538291494
384,2020,40--64,Both,0.3112821049083804
388,2005,20--39,Female,1.0005286017907706
388,2005,20--64,Female,0.9989735713726482
388,2005,40--64,Female,0.992637207254998
388,2005,20--39,Male,0.9757331198864955
388,2005,20--64,Male,0.9533466379578442
388,2005,40--64,Male,0.9396538577346413
388,2005,20--39,Both,0.9881513205124639
388,2005,20--64,Both,0.9761617487573413
388,2005,40--64,Both,0.9661849364066719
388,2010,20--39,Female,0.972110118929086
388,2010,20--64,Female,0.9678250582741688
388,2010,40--64,Female,0.9472830878971494
388,2010,20--39,Male,0.9489184444087163
388,2010,20--64,Male,0.9237439979508288
388,2010,40--64,Male,0.8973280896749142
388,2010,20--39,Both,0.9605343161573641
388,2010,20--64,Both,0.9457861233022699
388,2010,40--64,Both,0.922343144041699
388,2020,20--39,Female,0.9604206980904206
388,2020,20--64,Female,0.9500822411132883
388,2020,40--64,Female,0.9222644484589183
388,2020,20--39,Male,0.937974193908064
388,2020,20--64,Male,0.9069721055048593
388,2020,40--64,Male,0.8742474085667485
388,2020,20--39,Both,0.9492173204130222
388,2020,20--64,Both,0.9285287423750517
388,2020,40--64,Both,0.8982924427473687
398,2010,20--39,Female,1.0117665781791658
398,2010,20--64,Female,1.0114922477623023
398,2010,40--64,Female,1.0143434178005095
398,2010,20--39,Male,1.0125122625733611
398,2010,20--64,Male,1.0121980983963341
398,2010,40--64,Male,1.0150532543414024
398,2010,20--39,Both,1.01216458589086
398,2010,20--64,Both,1.0118477367605854
398,2010,40--64,Both,1.0147342433364948
398,2015,20--39,Female,1.0135797009954646
398,2015,20--64,Female,1.0127812647631727
398,2015,40--64,Female,1.0151776983166532
398,2015,20--39,Male,1.01244776857909
398,2015,20--64,Male,0.9752026300517462
398,2015,40--64,Male,0.986976567261424
398,2015,20--39,Both,1.0130386196685353
398,2015,20--64,Both,0.9939937805672053
398,2015,40--64,Both,1.0011153667822068
400,2020,20--39,Female,0.9363831733019323
400,2020,20--64,Female,0.9315150384202054
400,2020,40--64,Female,0.9248183957130073
400,2020,20--39,Male,0.9444377891251577
400,2020,20--64,Male,0.9286070802440852
400,2020,40--64,Male,0.9021956480430453
400,2020,20--39,Both,0.9404350484188428
400,2020,20--64,Both,0.9300633521132838
400,2020,40--64,Both,0.9135416089356988
400,2025,20--39,Female,0.9473252563059081
400,2025,20--64,Female,0.9419897884566216
400,2025,40--64,Female,0.9380768298698828
400,2025,20--39,Male,0.9307031644968887
400,2025,20--64,Male,0.9314769376435682
400,2025,40--64,Male,0.9356145385827921
400,2025,20--39,Both,0.9390347704737746
400,2025,20--64,Both,0.9367355364824095
400,2025,40--64,Both,0.9368791394953483
404,2010,20--39,Female,0.7564464812388522
404,2010,20--64,Female,0.7225711532714743
404,2010,40--64,Female,0.5833279430139787
404,2010,20--39,Male,0.808865971325571
404,2010,20--64,Male,0.7930941457224614
404,2010,40--64,Male,0.7439475115118729
404,2010,20--39,Both,0.7826840319293524
404,2010,20--64,Both,0.7578358228917691
404,2010,40--64,Both,0.6636456470455397
404,2015,20--39,Female,0.8097711541851272
404,2015,20--64,Female,0.7874278792947667
404,2015,40--64,Female,0.7017144028929712
404,2015,20--39,Male,0.8607517421927374
404,2015,20--64,Male,0.855658645529745
404,2015,40--64,Male,0.8439646003826783
404,2015,20--39,Both,0.8352903239146907
404,2015,20--64,Both,0.8215465553889935
404,2015,40--64,Both,0.7728530783820702
404,2020,20--39,Female,0.8392238569445076
404,2020,20--64,Female,0.8187961887162903
404,2020,40--64,Female,0.7471586674837435
404,2020,20--39,Male,0.8428624452569894
404,2020,20--64,Male,0.8160015078367632
404,2020,40--64,Male,0.7516312379453549
404,2020,20--39,Both,0.8410645485389505
404,2020,20--64,Both,0.8174008590444048
404,2020,40--64,Both,0.7494210879414923
417,2005,20--39,Female,1.0133042014649416
417,2005,20--64,Female,1.0125878576776068
417,2005,40--64,Female,1.0157801475280617
417,2005,20--39,Male,1.0124321633783544
417,2005,20--64,Male,0.9761142697761606
417,2005,40--64,Male,0.9899594551099627
417,2005,20--39,Both,1.0128931055403145
417,2005,20--64,Both,0.994352917578658
417,2005,40--64,Both,1.0029078675320982
417,2015,20--39,Female,1.0067184376295104
417,2015,20--64,Female,1.0080821706663892
417,2015,40--64,Female,1.0135723846512004
417,2015,20--39,Male,1.005991707598568
417,2015,20--64,Male,0.9708154416394613
417,2015,40--64,Male,0.9857336897143428
417,2015,20--39,Both,1.006379857957716
417,2015,20--64,Both,0.9894506334434883
417,2015,40--64,Both,0.9996911854616503
417,2020,20--39,Female,1.0117153029964634
417,2020,20--64,Female,1.0112689017346133
417,2020,40--64,Female,1.013837473841527
417,2020,20--39,Male,1.0106827568994323
417,2020,20--64,Male,0.9737873931947236
417,2020,40--64,Male,0.9858113774624038
417,2020,20--39,Both,1.0112238859239064
417,2020,20--64,Both,0.9925299786730247
417,2020,40--64,Both,0.9998625982197707
418,2005,20--39,Female,0.546495881338347
418,2005,20--64,Female,0.5707956712115031
418,2005,40--64,Female,0.4760240424308158
418,2005,20--39,Male,0.6802622021926723
418,2005,20--64,Male,0.7139243959696473
418,2005,40--64,Male,0.703783330568283
418,2005,20--39,Both,0.6134157542624152
418,2005,20--64,Both,0.642364215914431
418,2005,40--64,Both,0.5899024671600794
418,2010,20--39,Female,0.5601815510045415
418,2010,20--64,Female,0.5744223394589071
418,2010,40--64,Female,0.46595407042545317
418,2010,20--39,Male,0.7156308376348843
418,2010,20--64,Male,0.7243741314191603
418,2010,40--64,Male,0.6695734718829228
418,2010,20--39,Both,0.6379470043772373
418,2010,20--64,Both,0.6494025576792201
418,2010,40--64,Both,0.5677641128400595
418,2015,20--39,Female,0.6310154173002567
418,2015,20--64,Female,0.6374931103219916
418,2015,40--64,Female,0.5063614935995664
418,2015,20--39,Male,0.785559054043271
418,2015,20--64,Male,0.7910791388982658
418,2015,40--64,Male,0.7223774695120685
418,2015,20--39,Both,0.7083296415176268
418,2015,20--64,Both,0.7142906755178158
418,2015,40--64,Both,0.6143702709101941
426,2010,20--39,Female,0.9092623710809924
426,2010,20--64,Female,0.8943441357106471
426,2010,40--64,Female,0.8467923599819428
426,2010,20--39,Male,0.6782495820565562
426,2010,20--64,Male,0.6578757847939963
426,2010,40--64,Male,0.6090387902837162
426,2010,20--39,Both,0.79373842850812
426,2010,20--64,Both,0.7761076828338795
426,2010,40--64,Both,0.7279644891898884
426,2015,20--39,Female,0.9206862472870733
426,2015,20--64,Female,0.9101614926003425
426,2015,40--64,Female,0.8728833107110718
426,2015,20--39,Male,0.7457125167277272
426,2015,20--64,Male,0.7009073530365594
426,2015,40--64,Male,0.5950559330693329
426,2015,20--39,Both,0.833191831430029
426,2015,20--64,Both,0.8055327068737279
426,2015,40--64,Both,0.7340226451071062
426,2025,20--39,Female,0.9462722838784111
426,2025,20--64,Female,0.9326857423924535
426,2025,40--64,Female,0.9013013207134198
426,2025,20--39,Male,0.8036492578759885
426,2025,20--64,Male,0.7419597661761655
426,2025,40--64,Male,0.6416456556556177
426,2025,20--39,Both,0.8749594616699236
426,2025,20--64,Both,0.8373214502433081
426,2025,40--64,Both,0.7715260751148305
430,2005,20--39,Female,0.32237153603360447
430,2005,20--64,Female,0.29366032424199595
430,2005,40--64,Female,0.18721344928031522
430,2005,20--39,Male,0.6168332761387094
430,2005,20--64,Male,0.6252625875202894
430,2005,40--64,Male,0.6358594902811627
430,2005,20--39,Both,0.46966143038588704
430,2005,20--64,Both,0.4594685518348449
430,2005,40--64,Both,0.4115074598627699
430,2010,20--39,Female,0.13920740535395526
430,2010,20--64,Female,0.29933341733519653
430,2010,40--64,Female,0.09194620800483234
430,2010,20--39,Male,0.6628212549862984
430,2010,20--64,Male,0.6559382486526477
430,2010,40--64,Male,0.6313809302202001
430,2010,20--39,Both,0.4011085473262738
430,2010,20--64,Both,0.4776434224568549
430,2010,40--64,Both,0.36162396778316946
430,2015,20--39,Female,0.4104742368551005
430,2015,20--64,Female,0.3710609741638824
430,2015,40--64,Female,0.22621996685933465
430,2015,20--39,Male,0.5935211849840012
430,2015,20--64,Male,0.5883100721146242
430,2015,40--64,Male,0.5516062161757483
430,2015,20--39,Both,0.5020396007229562
430,2015,20--64,Both,0.47969062250845035
430,2015,40--64,Both,0.38889525830292776
430,2020,20--39,Female,0.3692949737169279
430,2020,20--64,Female,0.3221899213732811
430,2020,40--64,Female,0.15378391682951564
430,2020,20--39,Male,0.6179525942056361
430,2020,20--64,Male,0.5732987587118975
430,2020,40--64,Male,0.4907863422002543
430,2020,20--39,Both,0.4936760288914332
430,2020,20--64,Both,0.4477499651645489
430,2020,40--64,Both,0.3222638050973295
450,2010,20--39,Female,0.6102832669169073
450,2010,20--64,Female,0.6133114151490321
450,2010,40--64,Female,0.6258594920579189
450,2010,20--39,Male,0.654393563477606
450,2010,20--64,Male,0.6764193002607295
450,2010,40--64,Male,0.7202261730193162
450,2010,20--39,Both,0.6323611635618989
450,2010,20--64,Both,0.6448681135162933
450,2010,40--64,Both,0.6730575244678252
450,2015,20--39,Female,0.5120122948435085
450,2015,20--64,Female,0.513211495054506
450,2015,40--64,Female,0.5207956619272827
450,2015,20--39,Male,0.5788858140132437
450,2015,20--64,Male,0.5703964633215884
450,2015,40--64,Male,0.6114248951709946
450,2015,20--39,Both,0.5454733172483932
450,2015,20--64,Both,0.5418063691093579
450,2015,40--64,Both,0.5661215423902018
450,2020,20--39,Female,0.6147519242109271
450,2020,20--64,Female,0.6010990092230509
450,2020,40--64,Female,0.5588761348200164
450,2020,20--39,Male,0.6465625393221507
450,2020,20--64,Male,0.63059901279532
450,2020,40--64,Male,0.6033868927227989
450,2020,20--39,Both,0.630677958464793
450,2020,20--64,Both,0.6158510918926985
450,2020,40--64,Both,0.5811477921469786
454,2005,20--39,Female,0.5590260135484761
454,2005,20--64,Female,0.5657912044022129
454,2005,40--64,Female,0.3657442263258289
454,2005,20--39,Male,0.7320418221600161
454,2005,20--64,Male,0.7531109728332483
454,2005,40--64,Male,0.6538853885589178
454,2005,20--39,Both,0.645577744608583
454,2005,20--64,Both,0.6594561053025763
454,2005,40--64,Both,0.5098048804203534
454,2010,20--39,Female,0.5715165486335116
454,2010,20--64,Female,0.5672991197045807
454,2010,40--64,Female,0.3677977288641757
454,2010,20--39,Male,0.739531086900172
454,2010,20--64,Male,0.7416879080160979
454,2010,40--64,Male,0.6692769610408164
454,2010,20--39,Both,0.6555670865920722
454,2010,20--64,Both,0.6544982865080564
454,2010,40--64,Both,0.5185264309487634
454,2015,20--39,Female,0.6104153974556524
454,2015,20--64,Female,0.6113489367748063
454,2015,40--64,Female,0.413469587127292
454,2015,20--39,Male,0.7639382143801918
454,2015,20--64,Male,0.7512526942269017
454,2015,40--64,Male,0.6668448447914576
454,2015,20--39,Both,0.6872185250477463
454,2015,20--64,Both,0.6813050382560969
454,2015,40--64,Both,0.540151743403323
454,2020,20--39,Female,0.6412167556356857
454,2020,20--64,Female,0.6382481734689651
454,2020,40--64,Female,0.4716302166520154
454,2020,20--39,Male,0.6997124467136886
454,2020,20--64,Male,0.7051197211195677
454,2020,40--64,Male,0.6894248611994642
454,2020,20--39,Both,0.6704906088089199
454,2020,20--64,Both,0.6716868381111328
454,2020,40--64,Both,0.5805269555527812
462,2015,20--39,Female,0.9706039890433528
462,2015,20--64,Female,0.9408828577564177
462,2015,40--64,Female,0.8503942450776207
462,2015,20--39,Male,0.9138414817490758
462,2015,20--64,Male,0.8893694907829821
462,2015,40--64,Male,0.8177949701012397
462,2015,20--39,Both,0.9422369128552505
462,2015,20--64,Both,0.9151275590836595
462,2015,40--64,Both,0.8341273486243663
466,2005,20--39,Female,0.08989891505113817
466,2005,20--64,Female,0.08945863864951564
466,2005,40--64,Female,0.08203149070883686
466,2005,20--39,Male,0.23335379201839634
466,2005,20--64,Male,0.22365803986575272
466,2005,40--64,Male,0.19420582198882613
466,2005,20--39,Both,0.16165344708855595
